"OrderID","OrderDate","CustomerName","Email","PhoneNumber","AddressLine1","City","Country","Postcode","LoyaltyCard","CoffeeType","RoastType","Size","UnitPrice","PricePer100g","Profit","Quantity","TotalPrice","TotalProfit"
YFH-87456-208,"6/12/2019",Sinclare Edsell,N/A,+1 (302) 746-8950,"226 Harper Place",Newark,United States,"19725",Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,2,8.73,1.1349
JLN-14700-924,"6/28/2020",Conny Gheraldi,cgheraldi6g@opera.com,+44 (494) 875-2364,"28998 Cottonwood Point",Kinloch,United Kingdom,PH43,Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,5,23.775,3.09075
JVW-22582-137,"3/23/2021",Beryle Kenwell,bkenwell6h@over-blog.com,+1 (808) 836-6023,"62 Dayton Drive",Honolulu,United States,"96825",Loyality Card,Coffee Type,Roast Type,"0.2",4.125,Price per 100g,0.45375,5,20.625,2.26875
LAA-41879-001,"2/10/2022",Tomas Sutty,tsutty6i@google.es,+1 (212) 586-1957,"736 Mosinee Court",New York City,United States,"10150",Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,1,36.455,4.73915
BRV-64870-915,"4/16/2019",Samuele Ales0,N/A,N/A,"0023 Westport Terrace",Ballinroad,Ireland,D07,Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,5,182.27499999999998,23.695750000000004
RGJ-12544-083,"2/12/2020",Carlie Harce,charce6k@cafepress.com,+353 (444) 423-0673,"8 Melrose Center",D?n Laoghaire,Ireland,A96,Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,3.87205,3,89.355,11.616150000000001
JJX-83339-346,"1/2/2022",Craggy Bril,N/A,+1 (513) 461-0440,"955 Ridge Oak Street",Cincinnati,United States,"45218",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,1,3.585,0.2151
BIU-21970-705,"12/7/2020",Friederike Drysdale,fdrysdale6m@symantec.com,+1 (989) 215-5282,"0229 Hovde Hill",Midland,United States,"48670",Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,1.3731,2,45.77,2.7462
ELJ-87741-745,"2/20/2020",Devon Magowan,dmagowan6n@fc2.com,+1 (307) 159-5237,"42 Sloan Way",Cheyenne,United States,"82007",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,4,59.4,6.534
SGI-48226-857,"6/11/2020",Codi Littrell,N/A,N/A,"3 Colorado Lane",Atlanta,United States,"31119",Loyality Card,Coffee Type,Roast Type,"2.5",25.875,Price per 100g,2.32875,6,155.25,13.9725
AHV-66988-037,"9/8/2020",Christel Speak,N/A,+1 (678) 222-0967,"8 Crowley Place",Duluth,United States,"30096",Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,1.3731,2,45.77,2.7462
ISK-42066-094,"3/28/2020",Sibella Rushbrooke,srushbrooke6q@youku.com,+1 (916) 214-5665,"00901 Marquette Plaza",Sacramento,United States,"94250",Loyality Card,Coffee Type,Roast Type,"1.0",12.15,Price per 100g,1.3365,3,36.45,4.0095
FTC-35822-530,"10/10/2020",Tammie Drynan,tdrynan6r@deviantart.com,+1 (813) 619-0579,"5776 Coleman Circle",Tampa,United States,"33661",Loyality Card,Coffee Type,Roast Type,"0.5",7.29,Price per 100g,0.8019,4,29.16,3.2076
VSS-56247-688,"5/21/2022",Effie Yurkov,eyurkov6s@hud.gov,+1 (808) 320-5976,"970 Northport Pass",Honolulu,United States,"96805",Loyality Card,Coffee Type,Roast Type,"2.5",33.465,Price per 100g,4.35045,4,133.86,17.4018
HVW-25584-144,"4/30/2020",Lexie Mallan,lmallan6t@state.gov,+1 (225) 484-4771,"43 Longview Center",Baton Rouge,United States,"70820",Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,5,23.775,3.09075
MUY-15309-209,"12/12/2021",Georgena Bentjens,gbentjens6u@netlog.com,+44 (610) 153-1208,"4738 Bashford Crossing",Newbiggin,United Kingdom,NE46,Loyality Card,Coffee Type,Roast Type,"1.0",12.95,Price per 100g,1.6835,3,38.849999999999994,5.0504999999999995
VAJ-44572-469,"10/27/2020",Delmar Beasant,N/A,+353 (382) 208-0531,"856 Colorado Way",Kilkenny,Ireland,R95,Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,6,21.509999999999998,1.2906
YJU-84377-606,"7/7/2020",Lyn Entwistle,lentwistle6w@omniture.com,+1 (612) 972-1256,"54 Canary Terrace",Minneapolis,United States,"55458",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.8955,1,9.95,0.8955
VNC-93921-469,"1/31/2020",Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,"32764 Buell Pass",Milwaukee,United States,"53205",Loyality Card,Coffee Type,Roast Type,"1.0",15.85,Price per 100g,2.0605,1,15.85,2.0605
OGB-91614-810,"2/18/2020",Mercedes Acott,macott6y@pagesperso-orange.fr,+1 (704) 892-0605,"37340 Lerdahl Avenue",Charlotte,United States,"28225",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.1791,1,2.985,0.1791
BQI-61647-496,"6/13/2021",Connor Heaviside,cheaviside6z@rediff.com,+1 (602) 260-2399,"941 Graceland Terrace",Phoenix,United States,"85099",Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,5,68.75,7.5625
IOM-51636-823,"8/6/2022",Devy Bulbrook,N/A,+1 (212) 360-7479,"567 Farmco Hill",Jamaica,United States,"11407",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.8955,3,29.849999999999998,2.6864999999999997
GGD-38107-641,"11/23/2021",Leia Kernan,lkernan71@wsj.com,+1 (217) 146-0949,"76 Briar Crest Avenue",Champaign,United States,"61825",Loyality Card,Coffee Type,Roast Type,"1.0",14.55,Price per 100g,1.8915,4,58.2,7.566
LTO-95975-728,"10/13/2021",Rosaline McLae,rmclae72@dailymotion.com,N/A,"1065 Myrtle Center",Swindon,United Kingdom,SN1,Loyality Card,Coffee Type,Roast Type,"0.5",7.17,Price per 100g,0.4302,4,28.68,1.7208
IGM-84664-265,"8/31/2021",Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,"72657 Shelley Alley",Tucson,United States,"85715",Loyality Card,Coffee Type,Roast Type,"0.5",7.17,Price per 100g,0.4302,3,21.509999999999998,1.2906
SKO-45740-621,"1/16/2020",Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,"32764 Buell Pass",Milwaukee,United States,"53205",Loyality Card,Coffee Type,Roast Type,"0.5",8.73,Price per 100g,1.1349,2,17.46,2.2698
FOJ-02234-063,"4/25/2022",Denyse O'Calleran,docalleran75@ucla.edu,+1 (954) 368-3867,"6384 Darwin Avenue",Pompano Beach,United States,"33064",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,1,27.945,3.07395
MSJ-11909-468,"11/13/2021",Cobby Cromwell,ccromwell76@desdev.cn,+1 (562) 516-6052,"45604 Bunker Hill Court",Whittier,United States,"90610",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,5,139.725,15.36975
DKB-78053-329,"6/8/2021",Irv Hay,ihay77@lulu.com,+44 (878) 199-6257,"667 Florence Drive",Sheffield,United Kingdom,S33,Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.1791,2,5.97,0.3582
DFZ-45083-941,"11/21/2020",Tani Taffarello,ttaffarello78@sciencedaily.com,N/A,"26 Linden Center",Saint Louis,United States,"63180",Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,1,27.485,1.6491
OTA-40969-710,"3/14/2019",Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,"21342 Schiller Parkway",Erie,United States,"16522",Loyality Card,Coffee Type,Roast Type,"1.0",11.95,Price per 100g,0.717,5,59.75,3.585
GRH-45571-667,"8/16/2019",Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,"04 Hanson Junction",Tacoma,United States,"98464",Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,3,41.25,4.5375
NXV-05302-067,"4/22/2019",Mar McIver,N/A,+1 (571) 479-3812,"6 Carberry Pass",Richmond,United States,"23277",Loyality Card,Coffee Type,Roast Type,"2.5",33.465,Price per 100g,4.35045,4,133.86,17.4018
VZH-86274-142,"5/2/2022",Arabella Fransewich,N/A,+353 (336) 656-6944,"675 Ruskin Road",Kinsealy-Drinan,Ireland,D17,Loyality Card,Coffee Type,Roast Type,"1.0",11.95,Price per 100g,0.717,5,59.75,3.585
KIX-93248-135,"2/11/2020",Violette Hellmore,vhellmore7d@bbc.co.uk,+1 (501) 899-4038,"87597 Butternut Alley",Little Rock,United States,"72204",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.5373,1,5.97,0.5373
AXR-10962-010,"3/28/2021",Myles Seawright,mseawright7e@nbcnews.com,+44 (638) 528-2467,"5021 Summit Drive",Newton,United Kingdom,NG34,Loyality Card,Coffee Type,Roast Type,"1.0",12.15,Price per 100g,1.3365,2,24.3,2.673
IHS-71573-008,"5/8/2021",Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,"4306 Northfield Place",Sparks,United States,"89436",Loyality Card,Coffee Type,Roast Type,"0.2",3.645,Price per 100g,0.40095,6,21.87,2.4057
QTR-19001-114,"11/21/2019",Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,"72 Maryland Terrace",Charlottesville,United States,"22908",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.8955,2,19.9,1.791
WBK-62297-910,"5/17/2021",Monica Fearon,mfearon7h@reverbnation.com,+1 (972) 686-6332,"41524 Mandrake Center",Denton,United States,"76210",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,2,5.97,0.5373
OGY-19377-175,"7/9/2019",Barney Chisnell,N/A,N/A,"5915 Hallows Court",Tullamore,Ireland,R35,Loyality Card,Coffee Type,Roast Type,"0.5",7.29,Price per 100g,0.8019,1,7.29,0.8019
ESR-66651-814,"5/20/2020",Jasper Sisneros,jsisneros7j@a8.net,+1 (919) 448-8909,"38 Dryden Plaza",Raleigh,United States,"27635",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,4,11.94,1.0746
CPX-46916-770,"8/27/2021",Zachariah Carlson,zcarlson7k@bigcartel.com,+353 (259) 651-4128,"4825 Bowman Crossing",Shankill,Ireland,A98,Loyality Card,Coffee Type,Roast Type,"1.0",11.95,Price per 100g,0.717,6,71.69999999999999,4.302
MDC-03318-645,"4/30/2022",Warner Maddox,wmaddox7l@timesonline.co.uk,+1 (917) 310-4684,"6223 North Hill",New York City,United States,"10105",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.34965,2,7.77,0.6993
SFF-86059-407,"6/3/2020",Donnie Hedlestone,dhedlestone7m@craigslist.org,+1 (203) 768-3169,"02670 Superior Way",Stamford,United States,"6905",Loyality Card,Coffee Type,Roast Type,"2.5",25.875,Price per 100g,2.32875,1,25.875,2.32875
SCL-94540-788,"6/13/2022",Teddi Crowthe,tcrowthe7n@europa.eu,+1 (419) 561-6809,"7 Eastlawn Alley",Toledo,United States,"43666",Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,6,204.93,22.5423
HVU-21634-076,"6/10/2020",Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,"305 Holy Cross Way",Castleblayney,Ireland,A75,Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,4,109.94,6.5964
XUS-73326-418,"12/18/2020",Gussy Broadbear,gbroadbear7p@omniture.com,+1 (573) 758-1104,"0 Manitowish Hill",Columbia,United States,"65211",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,6,89.1,9.801
XWD-18933-006,"8/31/2019",Emlynne Palfrey,epalfrey7q@devhub.com,+1 (260) 500-7893,"2793 Vera Point",Fort Wayne,United States,"46852",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.34965,2,7.77,0.6993
HPD-65272-772,"2/25/2019",Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,"091 Old Gate Road",Saint Louis,United States,"63143",Loyality Card,Coffee Type,Roast Type,"2.5",33.465,Price per 100g,4.35045,1,33.465,4.35045
JEG-93140-224,"2/7/2021",Christopher Grieveson,N/A,+1 (208) 826-3825,"91 Old Gate Road",Portland,United States,"97211",Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,5,41.25,4.5375
NNH-62058-950,"1/14/2021",Karlan Karby,kkarby7t@sbwire.com,+1 (303) 516-4935,"4 Linden Park",Boulder,United States,"80305",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,4,59.4,6.534
LTD-71429-845,"2/24/2019",Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,"1 Hanover Terrace",Norton,United Kingdom,NN11,Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,0.6993,1,7.77,0.6993
MPV-26985-215,"6/23/2019",Amity Chatto,achatto7v@sakura.ne.jp,+44 (522) 740-3583,"2 Morrow Hill",Sheffield,United Kingdom,S33,Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,1,5.37,0.3222
IYO-10245-081,"5/9/2020",Nanine McCarthy,N/A,+1 (502) 913-2943,"27 Pine View Crossing",Louisville,United States,"40298",Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,3,94.875,10.43625
BYZ-39669-954,"7/18/2020",Lyndsey Megany,N/A,+1 (716) 790-4379,"7536 Homewood Place",Buffalo,United States,"14276",Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,1,36.455,4.73915
EFB-72860-209,"10/17/2019",Byram Mergue,bmergue7y@umn.edu,N/A,"801 Sloan Plaza",Canton,United States,"44710",Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,4,13.5,1.215
GMM-72397-378,"5/16/2022",Kerr Patise,kpatise7z@jigsy.com,+1 (617) 552-8968,"2469 Hayes Lane",Boston,United States,"2114",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,4,14.34,0.8604
LYP-52345-883,"3/24/2021",Mathew Goulter,N/A,+353 (968) 887-1849,"3 Sunfield Terrace",Kinlough,Ireland,F94,Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,1,8.25,0.9075
DFK-35846-692,"11/3/2019",Marris Grcic,N/A,N/A,"758 Acker Point",Lynchburg,United States,"24515",Loyality Card,Coffee Type,Roast Type,"0.2",2.685,Price per 100g,0.1611,5,13.425,0.8055
XAH-93337-609,"10/28/2021",Domeniga Duke,dduke82@vkontakte.ru,+1 (626) 268-7265,"472 Mosinee Crossing",Los Angeles,United States,"90071",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.8955,5,49.75,4.4775
QKA-72582-644,"12/16/2020",Violante Skouling,N/A,N/A,"9366 Bunting Center",Drumcondra,Ireland,D11,Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,2,16.5,1.815
ZDK-84567-102,"11/29/2021",Isidore Hussey,ihussey84@mapy.cz,N/A,"641 Birchwood Place",Birmingham,United States,"35236",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.5373,3,17.91,1.6118999999999999
WAV-38301-984,"3/20/2021",Cassie Pinkerton,cpinkerton85@upenn.edu,+1 (202) 727-7464,"5205 Graceland Point",Alexandria,United States,"22309",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.5373,5,29.849999999999998,2.6865
KZR-33023-209,"4/8/2022",Micki Fero,N/A,+1 (203) 722-1559,"9 Burrows Way",Danbury,United States,"6816",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,3,44.55,4.9005
ULM-49433-003,"8/14/2020",Cybill Graddell,N/A,N/A,"8 Reindahl Alley",Albany,United States,"12205",Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,2,27.5,3.025
SIB-83254-136,"5/12/2019",Dorian Vizor,dvizor88@furl.net,+1 (941) 130-0581,"6023 Novick Parkway",Naples,United States,"34108",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,6,35.82,2.1492
NOK-50349-551,"3/3/2021",Eddi Sedgebeer,esedgebeer89@oaic.gov.au,+1 (305) 898-4252,"9715 Shopko Hill",Miami Beach,United States,"33141",Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,3,16.11,0.9665999999999999
YIS-96268-844,"2/11/2020",Ken Lestrange,klestrange8a@lulu.com,+1 (404) 479-6402,"1961 Sage Way",Atlanta,United States,"30358",Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,6,26.73,2.9402999999999997
CXI-04933-855,"4/27/2019",Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,"29668 Bashford Trail",Corpus Christi,United States,"78405",Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,6,204.93,22.5423
IZU-90429-382,"3/26/2022",Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,"80254 Cherokee Alley",Honolulu,United States,"96835",Loyality Card,Coffee Type,Roast Type,"1.0",12.95,Price per 100g,1.1655,3,38.849999999999994,3.4965
WIT-40912-783,"9/28/2020",Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,+1 (512) 635-4547,"4019 Hagan Plaza",Austin,United States,"78737",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,4,15.54,2.0202
PSD-57291-590,"10/24/2019",Perkin Stonner,pstonner8e@moonfruit.com,+1 (410) 158-5285,"09771 Rigney Center",Baltimore,United States,"21290",Loyality Card,Coffee Type,Roast Type,"0.5",6.75,Price per 100g,0.6075,1,6.75,0.6075
GOI-41472-677,"8/4/2021",Darrin Tingly,dtingly8f@goo.ne.jp,N/A,"6094 Dawn Junction",Lexington,United States,"40596",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,4,111.78,12.2958
KTX-17944-494,"12/29/2019",Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,"7 Corben Plaza",Charlotte,United States,"28299",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.34965,1,3.885,0.34965
RDM-99811-230,"11/27/2019",Benn Checci,bchecci8h@usa.gov,+44 (237) 377-1917,"88 West Avenue",Eaton,United Kingdom,DN22,Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,5,21.825000000000003,2.83725
JTU-55897-581,"2/29/2020",Janifer Bagot,jbagot8i@mac.com,+1 (402) 659-3815,"8580 Autumn Leaf Trail",Lincoln,United States,"68505",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.1791,5,14.924999999999999,0.8955000000000001
CRK-07584-240,"1/31/2021",Ermin Beeble,ebeeble8j@soundcloud.com,+1 (513) 141-9892,"14777 Leroy Avenue",Cincinnati,United States,"45254",Loyality Card,Coffee Type,Roast Type,"1.0",11.25,Price per 100g,1.0125,3,33.75,3.0374999999999996
MKE-75518-399,"6/17/2022",Cos Fluin,cfluin8k@flickr.com,N/A,"88 Jenna Point",Sheffield,United Kingdom,S33,Loyality Card,Coffee Type,Roast Type,"1.0",11.25,Price per 100g,1.0125,3,33.75,3.0374999999999996
AEL-51169-725,"2/3/2020",Eveleen Bletsor,ebletsor8l@vinaora.com,+1 (860) 182-4246,"9076 Manley Center",West Hartford,United States,"6127",Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,6,26.19,3.4047
ZGM-83108-823,"1/25/2022",Paola Brydell,pbrydell8m@bloglovin.com,+353 (522) 527-0155,"826 Judy Alley",Listowel,Ireland,V31,Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,1,14.85,1.6335
JBP-78754-392,"4/30/2020",Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,"7 Corben Plaza",Charlotte,United States,"28299",Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,6,189.75,20.8725
RNH-54912-747,"5/1/2021",Natka Leethem,nleethem8o@mac.com,+1 (318) 839-1492,"12 Stone Corner Avenue",Alexandria,United States,"71307",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,1,5.97,0.3582
JDS-33440-914,"10/28/2021",Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,"59 Rieder Lane",Belfast,United Kingdom,BT2,Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.597,3,29.849999999999998,1.791
SYX-48878-182,"8/29/2021",Stacy Pickworth,N/A,+1 (702) 723-3139,"81014 Delladonna Terrace",Las Vegas,United States,"89115",Loyality Card,Coffee Type,Roast Type,"1.0",8.95,Price per 100g,0.537,5,44.75,2.685
ZGD-94763-868,"12/27/2019",Melli Brockway,mbrockway8r@ibm.com,+1 (515) 216-0617,"0528 Thackeray Pass",Des Moines,United States,"50369",Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,1,34.155,3.75705
CZY-70361-485,"6/25/2019",Nanny Lush,nlush8s@dedecms.com,+353 (360) 805-4030,"1 Annamark Drive",Ballivor,Ireland,D17,Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,6,204.93,22.5423
RJR-12175-899,"3/2/2019",Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,"6404 Heffernan Junction",Akron,United States,"44315",Loyality Card,Coffee Type,Roast Type,"0.5",7.29,Price per 100g,0.8019,3,21.87,2.4057
ELB-07929-407,"1/2/2022",Tess Bennison,tbennison8u@google.cn,+1 (561) 413-7904,"00225 Fieldstone Center",West Palm Beach,United States,"33405",Loyality Card,Coffee Type,Roast Type,"2.5",25.875,Price per 100g,2.32875,2,51.75,4.6575
UJQ-54441-340,"7/30/2019",Gabie Tweed,gtweed8v@yolasite.com,N/A,"0 Fairview Lane",Fresno,United States,"93715",Loyality Card,Coffee Type,Roast Type,"0.2",4.125,Price per 100g,0.45375,2,8.25,0.9075
UJQ-54441-340,"7/30/2019",Gabie Tweed,gtweed8v@yolasite.com,N/A,"0 Fairview Lane",Fresno,United States,"93715",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.34965,5,19.424999999999997,1.74825
OWY-43108-475,"12/5/2020",Gaile Goggin,ggoggin8x@wix.com,+353 (484) 159-9549,"654 Mandrake Plaza",Sandyford,Ireland,D04,Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,6,20.25,1.8225000000000002
GNO-91911-159,"12/17/2020",Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,"43 Fremont Point",Dublin,Ireland,D04,Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,1.0101,3,23.31,3.0303
CNY-06284-066,"6/26/2021",Donica Bonhome,dbonhome8z@shinystat.com,+1 (865) 238-4985,"73509 Victoria Junction",Knoxville,United States,"37924",Loyality Card,Coffee Type,Roast Type,"0.2",3.645,Price per 100g,0.40095,5,18.225,2.00475
OQS-46321-904,"7/20/2019",Diena Peetermann,N/A,+1 (913) 671-7118,"05926 Northfield Parkway",Shawnee Mission,United States,"66276",Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,1,13.75,1.5125
IBW-87442-480,"7/14/2022",Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,"96 Rigney Trail",San Francisco,United States,"94132",Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,2.68065,1,29.785,2.68065
DGZ-82537-477,"8/14/2020",Flynn Antony,N/A,+1 (205) 680-5859,"5678 Doe Crossing Junction",Birmingham,United States,"35244",Loyality Card,Coffee Type,Roast Type,"1.0",8.95,Price per 100g,0.537,5,44.75,2.685
LPS-39089-432,"4/24/2019",Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,"14 Oriole Hill",Brooklyn,United States,"11215",Loyality Card,Coffee Type,Roast Type,"1.0",8.95,Price per 100g,0.537,5,44.75,2.685
MQU-86100-929,"6/4/2019",Homer Dulany,N/A,+1 (915) 761-6081,"1988 Autumn Leaf Crossing",El Paso,United States,"79934",Loyality Card,Coffee Type,Roast Type,"0.5",9.51,Price per 100g,1.2363,4,38.04,4.9452
XUR-14132-391,"8/8/2022",Lisa Goodger,lgoodger95@guardian.co.uk,N/A,"86634 Nova Plaza",Sacramento,United States,"94250",Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,4,21.48,1.2888
OVI-27064-381,"11/13/2019",Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,"6404 Heffernan Junction",Akron,United States,"44315",Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,3,16.11,0.9665999999999999
SHP-17012-870,"6/7/2020",Corine Drewett,cdrewett97@wikipedia.org,+1 (561) 651-3098,"1881 Elgar Parkway",Boynton Beach,United States,"33436",Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,1.3731,1,22.885,1.3731
FDY-03414-903,"8/12/2019",Quinn Parsons,qparsons98@blogtalkradio.com,+1 (323) 848-5169,"47 Farwell Park",Los Angeles,United States,"90094",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.5373,3,17.91,1.6118999999999999
WXT-85291-143,"9/4/2019",Vivyan Ceely,vceely99@auda.org.au,+1 (410) 876-8486,"080 Stoughton Hill",Baltimore,United States,"21275",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,4,23.88,1.4328
QNP-18893-547,"10/4/2019",Elonore Goodings,N/A,N/A,"7 Grim Point",Salt Lake City,United States,"84125",Loyality Card,Coffee Type,Roast Type,"1.0",11.95,Price per 100g,0.717,5,59.75,3.585
DOH-92927-530,"2/24/2020",Clement Vasiliev,cvasiliev9b@discuz.net,+1 (214) 507-8264,"49 Eliot Alley",Garland,United States,"75049",Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,6,28.53,3.7089
HGJ-82768-173,"8/26/2021",Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,"19 Kings Pass",Church End,United Kingdom,CB4,Loyality Card,Coffee Type,Roast Type,"1.0",11.25,Price per 100g,1.0125,4,45.0,4.05
YPT-95383-088,"10/3/2021",Flynn Antony,N/A,+1 (205) 680-5859,"5678 Doe Crossing Junction",Birmingham,United States,"35244",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,2,55.89,6.1479
OYH-16533-767,"6/13/2020",Wyatan Fetherston,wfetherston9e@constantcontact.com,+1 (212) 724-3420,"74 Morning Avenue",New York City,United States,"10184",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,4,59.4,6.534
DWW-28642-549,"3/1/2021",Emmaline Rasmus,erasmus9f@techcrunch.com,+1 (617) 830-9474,"045 Jackson Junction",Boston,United States,"2216",Loyality Card,Coffee Type,Roast Type,"0.2",3.645,Price per 100g,0.40095,2,7.29,0.8019
